file,hw,tp,ep,conc,spec,kv,dram_gb,ok,total,out_tps_per_gpu,tot_tps_per_gpu,out_tps_agg,e2e_norm_intvty_p50,e2e_norm_intvty_p90,e2e_norm_intvty_p95,intvty_p50,ttft_p50_s,e2el_p50_s
dsv4_tp8_conc32_kvdram-hicache_spec-mtp_fp4_sglang.json,mi355x,8,1,32,mtp,"dram/{'name': 'hicache', 'version': '0'}",2399,3079,3433,102.52711,15196.21766,,45.04676,27.66015,22.01726,50.59206,0.61853,8.57024
